STATIONS_ID;MESS_DATUM;QUALITAETS_NIVEAU;LUFTTEMPERATUR;DAMPFDRUCK;BEDECKUNGSGRAD;LUFTDRUCK_STATIONSHOEHE;REL_FEUCHTE;WINDGESCHWINDIGKEIT;LUFTTEMPERATUR_MAXIMUM;LUFTTEMPERATUR_MINIMUM;LUFTTEMP_AM_ERDB_MINIMUM;WINDSPITZE_MAXIMUM;NIEDERSCHLAGSHOEHE;NIEDERSCHLAGSHOEHE_IND;SONNENSCHEINDAUER;SCHNEEHOEHE;eor
     1691;19470101;   5;   -2.3;   4.3;   7.0;  999.10;   82.00;-999;   -1.2;   -4.5;   -6.5;-999;   1.0;   7;     -999;   0;eor
     1691;19470102;   5;   -0.2;   5.2;   7.7; 1003.00;   88.00;-999;    0.9;   -2.6;   -4.9;-999;   0.1;   7;     -999;   1;eor
     1691;19470103;   5;   -1.2;   4.8;   7.7; 1010.70;   83.00;-999;    0.3;   -3.6;   -1.6;-999;   0.0;   0;     -999;   1;eor
     1691;19470104;   5;   -9.2;   2.4;   2.0; 1015.00;   75.00;-999;   -2.0;  -12.0;   -8.8;-999;   0.0;   0;     -999;   0;eor
     1691;19470105;   5;  -13.2;   1.5;   0.0; 1009.00;   69.00;-999;  -11.3;  -14.6;  -18.5;-999;   0.0;   0;     -999;   0;eor
     1691;19470106;   5;  -13.6;   1.5;   0.0; 1003.50;   66.00;-999;  -10.3;  -15.5;  -19.2;-999;   0.0;   0;     -999;   0;eor
     1691;19470107;   5;  -16.7;   1.3;   0.0;  999.90;   75.00;-999;  -13.4;  -18.4;  -22.5;-999;   0.0;   0;     -999;   0;eor
     1691;19470108;   5;  -12.4;   1.9;   6.0; 1000.70;   79.00;-999;  -10.3;  -18.3;  -20.7;-999;   0.0;   7;     -999;   0;eor
     1691;19470109;   5;   -3.0;   4.4;   8.0;  995.20;   90.00;-999;   -1.4;  -10.5;  -11.0;-999;   0.5;   7;     -999;   0;eor
     1691;19470110;   5;   -1.0;   5.7;   8.0;  997.80;   93.00;-999;    1.9;   -3.5;   -2.9;-999;   0.4;   8;     -999;   1;eor
     1691;19470111;   5;   -4.8;   3.7;   8.0;  992.60;   86.00;-999;   -3.2;   -5.5;   -5.7;-999;   4.1;   7;     -999;   1;eor
     1691;19470112;   5;    3.5;   6.7;   7.0;  985.60;   85.00;-999;    4.4;   -5.4;   -5.5;-999;   0.5;   1;     -999;   4;eor
     1691;19470113;   5;    3.8;   7.3;   5.3;  983.80;   88.00;-999;    6.1;    1.9;    0.5;-999;   3.3;   1;     -999;   0;eor
     1691;19470114;   5;    3.8;   6.7;   6.3;  995.00;   83.00;-999;    5.5;    2.1;   -0.2;-999;   1.7;   1;     -999;   0;eor
     1691;19470115;   5;    5.6;   8.4;   5.3; 1003.80;   90.00;-999;    8.8;    3.1;    2.8;-999;   0.0;   0;     -999;   0;eor
     1691;19470116;   5;    5.6;   7.3;   1.0; 1007.10;   81.00;-999;    9.6;    1.3;   -2.6;-999;   0.0;   0;     -999;   0;eor
     1691;19470117;   5;    3.8;   6.7;   5.7; 1004.20;   83.00;-999;    6.5;    0.9;   -4.8;-999;   0.1;   1;     -999;   0;eor
     1691;19470118;   5;    4.0;   6.7;   7.0; 1009.00;   81.00;-999;    5.2;    1.7;   -1.8;-999;   2.1;   1;     -999;   0;eor
     1691;19470119;   5;    1.3;   6.1;   8.0; 1007.00;   88.00;-999;    4.4;   -0.5;   -1.6;-999;   0.1;   1;     -999;   0;eor
     1691;19470120;   5;   -1.1;   4.8;   2.7; 1003.50;   86.00;-999;    0.6;   -2.9;   -7.3;-999;   0.0;   7;     -999;   0;eor
     1691;19470121;   5;   -1.8;   4.8;   5.3; 1003.20;   88.00;-999;    0.3;   -4.4;   -9.0;-999;   0.0;   7;     -999;   0;eor
     1691;19470122;   5;   -3.6;   3.9;   7.0; 1004.00;   83.00;-999;   -2.4;   -5.8;  -11.5;-999;   2.0;   7;     -999;   0;eor
     1691;19470123;   5;   -4.8;   3.9;   7.7; 1007.40;   91.00;-999;   -3.4;   -5.6;   -5.3;-999;   1.8;   7;     -999;   4;eor
     1691;19470124;   5;   -4.6;   3.9;   7.3; 1010.20;   89.00;-999;   -3.6;   -5.5;   -7.0;-999;   0.1;   7;     -999;   7;eor
     1691;19470125;   5;   -8.8;   2.7;   6.7; 1003.90;   82.00;-999;   -4.2;  -11.6;  -15.2;-999;   0.0;   7;     -999;   6;eor
     1691;19470126;   5;   -8.4;   2.3;   3.7;  995.90;   70.00;-999;   -5.6;  -14.5;  -16.1;-999;   0.0;   7;     -999;   5;eor
     1691;19470127;   5;  -10.2;   2.5;   6.0;  996.80;   87.00;-999;   -8.0;  -13.0;  -12.0;-999;   0.5;   7;     -999;   5;eor
     1691;19470128;   5;  -12.1;   1.9;   6.7; 1000.60;   82.00;-999;   -9.0;  -18.5;  -23.0;-999;   0.0;   7;     -999;   6;eor
     1691;19470129;   5;  -11.3;   2.4;   3.3; 1001.60;   81.00;-999;   -5.4;  -14.9;  -19.5;-999;   0.0;   7;     -999;   6;eor
     1691;19470130;   5;  -11.6;   2.0;   0.0;  998.70;   79.00;-999;   -5.0;  -18.8;  -23.2;-999;   0.0;   0;     -999;   5;eor
     1691;19470131;   5;  -12.1;   2.1;   0.7;  997.00;   80.00;-999;   -6.0;  -17.6;  -21.5;-999;   0.0;   0;     -999;   4;eor
     1691;19470201;   5;  -11.1;   2.1;   0.0;  996.40;   78.00;-999;   -4.7;  -18.6;  -23.4;-999;   0.0;   0;     -999;   5;eor
     1691;19470202;   5;  -12.0;   2.0;   2.0;  991.10;   79.00;-999;   -5.8;  -19.7;  -24.2;-999;   0.0;   0;     -999;   5;eor
     1691;19470203;   5;   -5.2;   3.1;   7.7;  980.80;   75.00;-999;   -2.8;  -11.3;  -16.7;-999;   0.0;   1;     -999;   4;eor
     1691;19470204;   5;   -5.9;   3.2;   7.7;  978.70;   81.00;-999;   -4.6;   -9.4;  -11.3;-999;   3.1;   7;     -999;   4;eor
     1691;19470205;   5;   -4.8;   3.6;   8.0;  986.30;   86.00;-999;   -3.7;   -5.8;   -6.2;-999;   2.4;   7;     -999;   9;eor
     1691;19470206;   5;   -9.8;   2.5;   7.0;  998.40;   79.00;-999;   -5.0;  -14.4;  -10.0;-999;   0.0;   1;     -999;  16;eor
     1691;19470207;   5;  -13.0;   2.0;   1.3;  998.30;   79.00;-999;   -7.3;  -17.0;  -18.5;-999;   0.0;   0;     -999;  15;eor
     1691;19470208;   5;  -11.4;   2.1;   5.7;  990.00;   85.00;-999;   -6.1;  -21.0;  -25.7;-999;   0.0;   1;     -999;  13;eor
     1691;19470209;   5;   -8.8;   2.7;   8.0;  993.50;   85.00;-999;   -7.3;   -9.9;  -10.9;-999;   1.2;   7;     -999;  12;eor
     1691;19470210;   5;   -9.0;   2.5;   8.0;  996.30;   82.00;-999;   -6.5;   -9.9;   -9.9;-999;   0.9;   7;     -999;  14;eor
     1691;19470211;   5;   -9.9;   2.3;   8.0;  995.90;   83.00;-999;   -9.2;  -11.4;  -11.6;-999;   3.7;   7;     -999;  15;eor
     1691;19470212;   5;   -7.1;   2.8;   8.0;  994.80;   80.00;-999;   -5.4;   -9.3;   -9.5;-999;   0.0;   1;     -999;  18;eor
     1691;19470213;   5;   -6.4;   3.3;   8.0;  996.80;   85.00;-999;   -3.5;   -8.0;  -10.0;-999;   0.0;   1;     -999;  16;eor
     1691;19470214;   5;   -8.1;   2.8;   5.7; 1001.00;   85.00;-999;   -4.8;  -16.0;  -19.2;-999;   0.0;   0;     -999;  14;eor
     1691;19470215;   5;   -8.1;   2.8;   8.0; 1003.10;   84.00;-999;   -6.4;   -9.1;   -9.6;-999;   5.0;   7;     -999;  14;eor
     1691;19470216;   5;   -7.4;   2.8;   8.0; 1004.20;   83.00;-999;   -6.0;   -9.6;  -10.1;-999;   1.2;   7;     -999;  19;eor
     1691;19470217;   5;   -8.1;   1.9;   4.3; 1002.20;   59.00;-999;   -3.9;  -11.5;  -14.7;-999;   0.0;   0;     -999;  19;eor
     1691;19470218;   5;   -8.5;   2.7;   5.0;  995.80;   81.00;-999;   -5.3;  -15.7;  -20.4;-999;   0.0;   0;     -999;  18;eor
     1691;19470219;   5;   -7.8;   2.9;   8.0;  992.40;   86.00;-999;   -5.7;   -9.0;   -7.1;-999;   0.0;   1;     -999;  18;eor
     1691;19470220;   5;  -15.3;   1.9;   4.0;  992.00;   85.00;-999;   -6.8;  -19.6;  -19.4;-999;   0.0;   1;     -999;  18;eor
     1691;19470221;   5;   -9.8;   2.4;   8.0;  982.60;   84.00;-999;   -6.8;  -23.0;  -25.5;-999;   6.6;   8;     -999;  17;eor
     1691;19470222;   5;   -5.5;   3.7;   8.0;  974.30;   92.00;-999;   -2.4;   -7.5;   -7.3;-999;   3.9;   8;     -999;  25;eor
     1691;19470223;   5;   -7.4;   2.9;   7.7;  990.00;   83.00;-999;   -5.5;   -8.8;   -7.9;-999;   0.2;   7;     -999;  30;eor
     1691;19470224;   5;   -9.5;   2.5;   5.3;  996.80;   81.00;-999;   -4.2;  -14.0;  -10.6;-999;   0.0;   1;     -999;  28;eor
     1691;19470225;   5;  -14.4;   2.0;   6.0;  994.20;   82.00;-999;   -4.6;  -18.1;  -21.5;-999;   0.0;   0;     -999;  25;eor
     1691;19470226;   5;  -12.3;   2.3;   3.3; 1000.40;   82.00;-999;   -3.0;  -19.7;  -23.3;-999;   0.0;   1;     -999;  24;eor
     1691;19470227;   5;   -4.0;   3.1;   5.3;  988.00;   70.00;-999;    0.6;  -21.2;  -27.0;-999;   0.0;   0;     -999;  23;eor
     1691;19470228;   5;    0.0;   4.8;   7.0;  973.60;   77.00;-999;    3.6;   -2.2;   -3.4;-999;   2.7;   7;     -999;  22;eor
     1691;19470301;   5;   -4.1;   3.9;   8.0;  981.10;   84.00;-999;   -0.8;   -4.7;   -4.6;-999;   2.5;   7;    0.600;  26;eor
     1691;19470302;   5;   -3.3;   4.0;   7.0;  992.70;   82.00;-999;    0.1;   -5.4;   -5.9;-999;   3.3;   7;    0.900;  27;eor
     1691;19470303;   5;   -8.6;   2.9;   3.0;  999.90;   76.00;-999;    1.9;  -15.4;  -13.0;-999;   0.0;   1;    8.200;  32;eor
     1691;19470304;   5;   -4.2;   3.1;   6.0;  997.00;   75.00;-999;   -0.3;  -19.5;  -21.9;-999;   5.0;   8;    3.100;  26;eor
     1691;19470305;   5;   -0.8;   5.6;   8.0;  978.70;   96.00;-999;    1.0;   -2.9;   -8.2;-999;   0.6;   1;    0.000;  27;eor
     1691;19470306;   5;    3.0;   6.5;   7.3;  978.30;   89.00;-999;    6.6;   -1.8;   -1.8;-999;   0.0;   1;    2.300;  25;eor
     1691;19470307;   5;   -2.6;   4.5;   8.0;  984.00;   85.00;-999;    4.9;   -4.2;   -0.5;-999;   0.2;   8;    0.000;  18;eor
     1691;19470308;   5;   -3.2;   3.3;   3.3;  997.20;   68.00;-999;    1.9;   -5.8;   -6.9;-999;   0.0;   1;    6.800;  17;eor
     1691;19470309;   5;   -2.6;   4.3;   4.3; 1002.30;   78.00;-999;    2.6;   -6.2;  -12.2;-999;   0.0;   1;    3.100;  16;eor
     1691;19470310;   5;   -3.6;   3.5;   8.0;  998.70;   77.00;-999;    0.1;  -13.9;  -16.6;-999;   4.7;   8;    0.500;  14;eor
     1691;19470311;   5;    2.9;   6.8;   7.7;  978.80;   90.00;-999;    5.1;   -0.6;   -1.6;-999;   6.5;   8;    0.500;  17;eor
     1691;19470312;   5;   -3.7;   3.9;   8.0; 1000.60;   84.00;-999;    3.4;   -5.2;   -4.6;-999;   0.2;   7;    0.000;  13;eor
     1691;19470313;   5;    2.1;   6.4;   8.0;  985.90;   94.00;-999;    3.8;   -4.7;   -4.5;-999;   5.2;   1;    0.000;  13;eor
     1691;19470314;   5;    3.7;   8.1;   7.7;  976.70;   92.00;-999;    8.7;    0.0;    1.8;-999;   0.8;   8;    0.000;   5;eor
     1691;19470315;   5;   -1.2;   3.1;   1.7; 1004.40;   55.00;-999;    2.8;   -3.7;   -3.7;-999;   0.0;   0;    8.900;   0;eor
     1691;19470316;   5;    2.6;   4.9;   8.0;  995.40;   69.00;-999;    4.1;   -1.7;   -4.9;-999;   0.0;   1;    0.500;   0;eor
     1691;19470317;   5;    5.0;   6.8;   3.0;  991.00;   73.00;-999;   11.1;    1.0;    2.0;-999;   0.0;   1;    6.100;   0;eor
     1691;19470318;   5;    5.9;   8.0;   5.7;  989.10;   82.00;-999;   11.8;   -1.0;   -1.5;-999;   0.4;   1;    1.500;   0;eor
     1691;19470319;   5;    5.1;   7.9;   5.0;  982.70;   87.00;-999;   11.1;    0.6;   -2.7;-999;   1.7;   1;    0.500;   0;eor
     1691;19470320;   5;    5.1;   8.1;   7.7;  980.00;   91.00;-999;    8.4;    2.6;    0.2;-999;   2.4;   1;    0.900;   0;eor
     1691;19470321;   5;    7.9;   9.2;   8.0;  985.40;   89.00;-999;    9.4;    3.5;    0.7;-999;   7.1;   1;    0.500;   0;eor
     1691;19470322;   5;    7.4;   9.6;   6.0;  982.40;   93.00;-999;    9.7;    5.8;    3.5;-999;   3.7;   1;    0.000;   0;eor
     1691;19470323;   5;    9.0;   9.2;   4.0;  982.80;   78.00;-999;   13.7;    6.3;    1.2;-999;   0.2;   1;    6.200;   0;eor
     1691;19470324;   5;    7.1;   8.4;   5.3;  983.00;   81.00;-999;   11.6;    4.2;    2.0;-999;   1.5;   1;    5.200;   0;eor
     1691;19470325;   5;    3.3;   6.0;   5.3;  997.40;   75.00;-999;    8.0;    1.3;    0.4;-999;   0.0;   1;    1.900;   0;eor
     1691;19470326;   5;    4.9;   5.9;   5.7;  997.40;   71.00;-999;   10.0;   -1.9;   -5.9;-999;   0.9;   1;    6.300;   0;eor
     1691;19470327;   5;    5.8;   7.1;   7.3;  987.80;   80.00;-999;   11.4;    1.7;    1.0;-999;   0.0;   0;    1.100;   0;eor
     1691;19470328;   5;   11.8;   9.6;   7.3;  985.80;   70.00;-999;   18.8;    5.2;    1.2;-999;   0.2;   1;    4.300;   0;eor
     1691;19470329;   5;   11.1;   9.1;   8.0;  977.90;   71.00;-999;   14.8;    5.5;    0.5;-999;   0.0;   1;    0.000;   0;eor
     1691;19470330;   5;    9.3;   8.3;   7.3;  977.00;   73.00;-999;   13.6;    5.0;    2.8;-999;   0.0;   0;    1.300;   0;eor
     1691;19470331;   5;   10.4;   9.2;   7.0;  981.60;   72.00;-999;   16.6;    6.1;    2.3;-999;   4.2;   1;    5.000;   0;eor
     1691;19470401;   5;    7.6;   8.3;   5.7;  983.10;   77.00;-999;   14.4;    4.5;    1.3;-999;   0.7;   1;    5.800;   0;eor
     1691;19470402;   5;    7.0;   7.3;   4.0;  982.40;   77.00;-999;   14.6;   -0.5;   -4.6;-999;   1.3;   1;    7.400;   0;eor
     1691;19470403;   5;    4.7;   8.1;   7.3;  987.40;   94.00;-999;    6.8;    4.4;    3.2;-999;   3.0;   1;    0.000;   0;eor
     1691;19470404;   5;    9.2;   8.3;   7.3;  983.20;   72.00;-999;   12.7;    3.0;   -0.4;-999;   1.4;   1;    2.300;   0;eor
     1691;19470405;   5;    4.0;   5.3;   4.3; 1005.50;   66.00;-999;    9.1;    1.6;    0.3;-999;   1.1;   1;    7.800;   0;eor
     1691;19470406;   5;    6.9;   8.8;   8.0;  997.60;   88.00;-999;   10.0;    2.3;   -0.6;-999;   9.1;   1;    0.000;   0;eor
     1691;19470407;   5;   10.7;   7.7;   7.3;  995.90;   60.00;-999;   13.1;    6.0;    5.5;-999;   0.5;   1;    5.100;   0;eor
     1691;19470408;   5;    8.2;   9.6;   8.0;  996.40;   88.00;-999;   12.9;    7.3;    5.2;-999;   8.0;   1;    0.600;   0;eor
     1691;19470409;   5;    3.4;   6.1;   7.0; 1000.70;   77.00;-999;    7.9;    1.9;    3.7;-999;   1.0;   8;    0.000;   0;eor
     1691;19470410;   5;    4.9;   6.0;   5.7; 1019.00;   72.00;-999;    8.0;   -0.2;   -4.5;-999;   0.0;   0;    4.400;   0;eor
     1691;19470411;   5;    6.3;   6.4;   3.0; 1018.00;   71.00;-999;   11.4;   -1.0;   -5.0;-999;   0.0;   0;    6.100;   0;eor
     1691;19470412;   5;    6.8;   6.8;   0.0; 1015.00;   73.00;-999;   14.5;   -1.3;   -6.0;-999;   0.0;   0;   10.000;   0;eor
     1691;19470413;   5;    8.8;   7.7;   0.3; 1011.50;   74.00;-999;   18.0;   -1.1;   -4.7;-999;   0.0;   0;   10.500;   0;eor
     1691;19470414;   5;   11.9;   8.5;   7.3; 1006.70;   68.00;-999;   21.1;    1.2;   -2.2;-999;   0.0;   0;    7.100;   0;eor
     1691;19470415;   5;   13.8;  10.0;   5.0; 1010.00;   64.00;-999;   20.4;    9.3;    5.5;-999;   0.0;   0;   10.700;   0;eor
     1691;19470416;   5;   13.4;  11.9;   2.7; 1007.80;   80.00;-999;   21.4;    6.7;    2.6;-999;   0.0;   0;    7.500;   0;eor
     1691;19470417;   5;   13.6;  10.0;   4.0; 1001.80;   71.00;-999;   23.8;    4.9;    1.2;-999;   0.9;   1;   11.000;   0;eor
     1691;19470418;   5;    9.8;   8.7;   5.0; 1002.80;   73.00;-999;   15.3;    4.5;    3.5;-999;   0.0;   0;    6.400;   0;eor
     1691;19470419;   5;   12.4;  10.4;   5.7;  999.50;   73.00;-999;   20.6;    4.2;    0.0;-999;   0.6;   1;    5.200;   0;eor
     1691;19470420;   5;   12.5;  10.3;   3.3;  999.20;   74.00;-999;   19.5;    6.9;    3.8;-999;   0.0;   0;   10.600;   0;eor
     1691;19470421;   5;   11.1;   9.2;   3.3; 1001.00;   69.00;-999;   16.6;    7.3;    1.9;-999;   1.9;   1;    6.900;   0;eor
     1691;19470422;   5;   15.0;   8.7;   6.0;  996.20;   53.00;-999;   21.6;    7.1;    1.4;-999;   0.0;   1;    7.800;   0;eor
     1691;19470423;   5;   12.4;   8.1;   6.3;  996.80;   59.00;-999;   18.5;    8.1;    3.1;-999;   0.9;   1;    6.300;   0;eor
     1691;19470424;   5;    9.7;   7.3;   5.7;  999.90;   60.00;-999;   15.0;    7.5;    4.2;-999;   1.7;   1;    5.700;   0;eor
     1691;19470425;   5;   11.6;   7.7;   5.7; 1009.00;   59.00;-999;   17.6;    2.6;   -1.9;-999;   0.0;   0;   11.300;   0;eor
     1691;19470426;   5;   11.7;   9.1;   5.3; 1004.70;   62.00;-999;   18.3;    8.5;    2.1;-999;   0.0;   0;    5.600;   0;eor
     1691;19470427;   5;   10.9;   7.9;   2.0; 1003.00;   68.00;-999;   19.9;   -1.4;   -5.5;-999;   0.0;   0;   10.000;   0;eor
     1691;19470428;   5;    8.9;   8.3;   7.3;  994.40;   70.00;-999;   14.8;    6.2;    5.4;-999;   7.7;   1;    1.100;   0;eor
     1691;19470429;   5;    8.2;   7.5;   4.3;  999.40;   68.00;-999;   11.3;    4.8;    1.3;-999;   0.0;   1;    3.300;   0;eor
     1691;19470430;   5;    9.0;   8.1;   7.7;  985.90;   71.00;-999;   12.2;    5.4;    0.4;-999;   1.6;   1;    1.500;   0;eor
     1691;19470501;   5;    6.6;   7.9;   7.7;  993.80;   81.00;-999;    8.8;    5.3;    4.5;-999;   0.2;   1;    0.100;   0;eor
     1691;19470502;   5;    7.9;   8.1;   8.0;  998.20;   79.00;-999;   10.7;   -0.2;   -3.0;-999;   0.0;   1;    0.000;   0;eor
     1691;19470503;   5;   10.0;   7.6;   8.0; 1000.70;   61.00;-999;   12.7;    7.9;    6.2;-999;   0.0;   1;    1.300;   0;eor
     1691;19470504;   5;    8.2;   4.8;   4.0;  999.20;   45.00;-999;   12.5;    4.0;    2.7;-999;   0.0;   0;    6.600;   0;eor
     1691;19470505;   5;    9.2;   7.1;   7.3; 1002.60;   60.00;-999;   14.2;    5.0;    0.4;-999;   0.0;   0;    3.600;   0;eor
     1691;19470506;   5;   13.5;   7.2;   7.7; 1004.70;   48.00;-999;   18.1;    5.5;    0.5;-999;   0.0;   0;    4.000;   0;eor
     1691;19470507;   5;   14.2;   8.3;   3.7; 1003.60;   53.00;-999;   22.1;    5.2;    2.2;-999;   0.0;   0;    8.400;   0;eor
     1691;19470508;   5;   15.4;  10.0;   1.3; 1000.60;   59.00;-999;   23.8;    3.3;   -1.2;-999;   0.0;   0;   13.400;   0;eor
     1691;19470509;   5;   16.9;  10.4;   1.3;  998.70;   57.00;-999;   25.6;    5.4;    1.3;-999;   0.0;   0;   13.000;   0;eor
     1691;19470510;   5;   16.5;  10.5;   3.3;  998.00;   60.00;-999;   25.2;    5.9;    0.9;-999;   0.0;   1;   10.100;   0;eor
     1691;19470511;   5;   17.5;  13.2;   6.3;  999.90;   67.00;-999;   25.2;   11.3;    8.9;-999;   0.2;   1;    5.700;   0;eor
     1691;19470512;   5;   18.3;  11.1;   4.7;  999.80;   57.00;-999;   27.5;    7.3;    3.0;-999;   0.0;   0;   11.900;   0;eor
     1691;19470513;   5;   20.2;   9.5;   6.3;  998.80;   43.00;-999;   25.9;    7.7;    4.1;-999;   0.0;   0;   11.500;   0;eor
     1691;19470514;   5;   17.3;  11.1;   1.0;  992.00;   57.00;-999;   26.4;    6.4;    2.0;-999;   1.4;   1;   11.200;   0;eor
     1691;19470515;   5;   15.8;  13.3;   4.0;  991.20;   68.00;-999;   23.5;    8.3;    4.4;-999;   0.0;   0;    7.900;   0;eor
     1691;19470516;   5;   12.7;  10.0;   8.0;  997.90;   68.00;-999;   15.1;    7.5;    2.1;-999;   0.0;   1;    0.800;   0;eor
     1691;19470517;   5;   12.8;  11.6;   8.0;  996.40;   78.00;-999;   16.7;   10.1;    9.0;-999;   2.8;   1;    1.600;   0;eor
     1691;19470518;   5;   11.4;  11.6;   7.7;  993.10;   84.00;-999;   15.0;    9.8;   10.0;-999;  19.1;   1;    1.000;   0;eor
     1691;19470519;   5;    9.3;  10.1;   8.0;  997.80;   88.00;-999;   11.5;    7.6;    7.5;-999;   4.3;   1;    0.500;   0;eor
     1691;19470520;   5;   12.0;  11.6;   6.0; 1003.00;   81.00;-999;   17.6;    8.9;    7.7;-999;   0.0;   0;    3.700;   0;eor
     1691;19470521;   5;   14.3;   9.5;   2.0; 1005.20;   61.00;-999;   19.4;    5.0;    2.0;-999;   0.0;   0;   11.800;   0;eor
     1691;19470522;   5;   16.9;  10.7;   6.0; 1001.80;   58.00;-999;   21.1;    6.1;    1.4;-999;   0.0;   0;   10.100;   0;eor
     1691;19470523;   5;   16.1;  12.5;   7.3;  993.00;   67.00;-999;   19.8;   13.8;   10.6;-999;   2.5;   1;    4.100;   0;eor
     1691;19470524;   5;   15.0;  14.0;   5.7;  991.10;   81.00;-999;   18.7;   11.4;    7.5;-999;   1.9;   1;    6.300;   0;eor
     1691;19470525;   5;   15.2;  14.4;   6.7;  995.90;   83.00;-999;   21.5;    8.0;    3.7;-999;   1.1;   1;    4.800;   0;eor
     1691;19470526;   5;   18.5;  15.2;   4.3;  999.00;   74.00;-999;   26.6;    7.5;    4.5;-999;   0.0;   0;   11.200;   0;eor
     1691;19470527;   5;   19.3;  16.8;   5.0; 1001.40;   73.00;-999;   23.5;   14.2;   10.0;-999;   1.8;   1;    6.200;   0;eor
     1691;19470528;   5;   15.8;  11.6;   1.0; 1005.40;   63.00;-999;   21.9;   11.1;    6.3;-999;   0.0;   0;   13.600;   0;eor
     1691;19470529;   5;   16.0;  12.3;   0.7; 1006.70;   68.00;-999;   24.2;    5.6;    1.9;-999;   0.0;   0;   14.000;   0;eor
     1691;19470530;   5;   18.9;  13.1;   0.0; 1005.80;   62.00;-999;   27.1;    6.4;    3.0;-999;   0.0;   0;   14.400;   0;eor
     1691;19470531;   5;   20.1;  14.7;   0.0; 1001.20;   63.00;-999;   29.5;    8.5;    4.0;-999;   0.0;   0;   14.700;   0;eor
     1691;19470601;   5;   21.9;  16.4;   2.7;  998.40;   64.00;-999;   31.9;    9.2;    5.7;-999;   0.0;   0;   13.100;   0;eor
     1691;19470602;   5;   22.1;  17.9;   3.7;  997.80;   66.00;-999;   31.3;   12.3;    8.6;-999;   0.0;   0;   11.000;   0;eor
     1691;19470603;   5;   22.6;  18.4;   3.3;  994.80;   68.00;-999;   32.0;   11.6;    7.9;-999;   0.0;   0;   14.000;   0;eor
     1691;19470604;   5;   23.5;  16.4;   4.3;  990.40;   59.00;-999;   33.1;   12.1;    8.5;-999;  16.7;   1;   10.500;   0;eor
     1691;19470605;   5;   15.4;  13.6;   6.7;  991.80;   75.00;-999;   21.3;   13.4;   14.1;-999;   0.0;   1;    6.700;   0;eor
     1691;19470606;   5;   12.0;  11.2;   7.0;  989.60;   76.00;-999;   15.7;    9.1;    9.1;-999;   7.0;   1;    1.500;   0;eor
     1691;19470607;   5;   12.1;  11.6;   8.0;  995.40;   84.00;-999;   16.5;    7.2;    5.1;-999;   3.2;   1;    2.200;   0;eor
     1691;19470608;   5;   13.7;  11.7;   6.7;  999.10;   73.00;-999;   16.7;   11.1;   10.0;-999;   1.1;   1;    2.600;   0;eor
     1691;19470609;   5;   11.2;  11.5;   6.7; 1000.80;   86.00;-999;   15.8;    9.3;    7.1;-999;  12.4;   1;    3.300;   0;eor
     1691;19470610;   5;   11.3;   9.6;   6.7; 1006.80;   70.00;-999;   16.7;    9.0;    8.1;-999;   0.5;   1;    6.800;   0;eor
     1691;19470611;   5;   10.0;  10.8;   8.0; 1001.90;   88.00;-999;   10.8;    5.2;    1.8;-999;   0.6;   1;    0.000;   0;eor
     1691;19470612;   5;   11.4;   9.3;   5.0;  996.60;   69.00;-999;   17.9;    2.3;   -1.5;-999;   0.0;   0;   13.300;   0;eor
     1691;19470613;   5;   14.0;  10.4;   1.0;  992.40;   68.00;-999;   22.5;    2.0;   -0.8;-999;   0.0;   0;   13.600;   0;eor
     1691;19470614;   5;   14.5;  12.8;   7.0;  990.00;   77.00;-999;   21.6;    5.8;    2.8;-999;   0.0;   0;    4.200;   0;eor
     1691;19470615;   5;   15.0;  13.3;   7.0;  988.20;   75.00;-999;   19.0;   11.0;    7.5;-999;   6.9;   1;    6.700;   0;eor
     1691;19470616;   5;   11.4;  11.9;   5.0; 1002.70;   86.00;-999;   16.3;   10.2;   10.2;-999;   3.4;   1;    4.600;   0;eor
     1691;19470617;   5;   14.7;  12.1;   2.7; 1005.40;   74.00;-999;   22.5;    3.8;    1.1;-999;   0.0;   0;   14.800;   0;eor
     1691;19470618;   5;   17.2;  12.5;   2.7; 1001.50;   67.00;-999;   24.8;    5.0;    1.5;-999;   0.0;   0;   14.200;   0;eor
     1691;19470619;   5;   20.0;  14.5;   6.3;  998.20;   64.00;-999;   27.5;   10.5;    8.1;-999;   0.1;   1;   10.300;   0;eor
     1691;19470620;   5;   20.4;  16.8;   7.0;  999.40;   71.00;-999;   25.1;   14.8;   12.7;-999;   1.1;   1;    7.500;   0;eor
     1691;19470621;   5;   19.1;  17.1;   7.0;  995.80;   76.00;-999;   26.7;   15.6;   13.9;-999;  13.9;   1;    6.700;   0;eor
     1691;19470622;   5;   15.4;  14.9;   7.3;  996.00;   85.00;-999;   20.0;   13.2;   12.7;-999;   2.2;   1;    4.800;   0;eor
     1691;19470623;   5;   14.2;  13.3;   5.7; 1001.90;   79.00;-999;   19.8;   11.5;    9.4;-999;   0.0;   0;    3.900;   0;eor
     1691;19470624;   5;   16.6;  13.2;   2.7; 1002.70;   71.00;-999;   23.3;    8.4;    5.5;-999;   0.0;   0;   14.200;   0;eor
     1691;19470625;   5;   21.6;  18.1;   1.3;  999.20;   69.00;-999;   29.9;   11.7;    7.8;-999;   0.0;   0;   14.500;   0;eor
     1691;19470626;   5;   23.2;  20.4;   0.7; 1002.00;   72.00;-999;   31.8;   12.8;   10.5;-999;   0.0;   0;   15.000;   0;eor
